"","A01","A02","A03","B05","B06","B07","B08","B09","C10T12","C13T15","C16","C17_18","C19","C20","C21","C22","C23","C24A","C24B","C25","C26","C27","C28","C29","C301","C302T309","C31T33","D","E","F","G","H49","H50","H51","H52","H53","I","J58T60","J61","J62_63","K","L","M","N","O","P","Q","R","S","T","HFCE","NPISH","GGFC","GFCF","INVNT","DPABR","CONS_NONRES","EXPO","..","TOTAL"
"IMP_G",271.531,3.957,1.069,8.658,1.09,23.61,6.834,1.119,306.849,145.755,24.679,57.725,20.23,137.178,43.672,153.894,66.013,135.011,80.602,73.356,65.306,101.229,97.698,93.553,0.47,34.64,84.342,87.403,16.62,263.927,209.476,130.55,2.336,15.187,31.423,4.566,61.131,9.042,13.242,25.849,7.721,15.719,50.46,36.849,32.956,10.195,110.264,35.278,24.563,0,2089.344,0.216,105.664,521.719,492.219,77.925,0,0,0,6521.918
"IMP_H49",37.674,3.76,0.17,5.384,0.656,12.163,5.429,0.631,68.113,10.568,9.094,10.534,9.003,16.973,3.693,16.459,27.559,56.506,36.553,19.738,7.968,19.307,18.808,14.569,0.08,6.549,15.619,41.181,5.405,70.307,196.59,154.234,0.807,1.611,59.808,13.855,7.946,2.361,2.566,4.992,4.204,4.614,13.519,14.047,11.335,4.19,11.683,7.879,4.378,0,396.593,0.019,43.109,49.979,46.817,102.999,0,0,0,1710.592
"IMP_H50",7.549,9.72,0.964,1.31,0.787,4.18,4.62,0.224,29.012,3.678,5.301,4.111,1.844,5.42,0.987,4.402,7.578,13.171,9.251,4.422,2.239,7.828,4.114,2.714,0.021,2.037,5.543,4.229,0.884,12.951,325.367,100.567,75.409,0.77,257.046,3.802,1.49,0.648,0.909,2.374,1.211,0.604,8.881,37.903,7.076,0.648,1.735,5.024,0.915,0,35.417,0.003,17.898,7.8,7.225,23.097,0,0,0,1084.908
"IMP_H51",1.953,0.093,0.008,0.05,0.025,0.172,0.075,0.012,2.748,0.636,0.324,0.49,0.047,0.79,0.278,1.044,0.581,0.282,0.19,0.346,0.617,1.048,0.745,0.575,0.003,0.263,0.783,0.255,0.161,2.889,6.795,1.378,0.059,2.986,4.142,0.885,0.524,0.225,0.285,0.867,0.891,0.404,1.664,6.332,1.218,0.236,0.868,0.776,0.24,0,141.103,0.002,3.779,4.229,3.867,68.453,0,0,0,269.692
"IMP_H52",8.507,0.504,0.063,1.333,0.153,2.447,0.781,0.108,13.569,2.821,1.723,2.756,4.435,5.388,0.995,4.757,6.209,16.595,10.359,4.589,2.501,5.157,4.831,3.752,0.022,1.842,3.853,19.571,0.849,16.866,29.983,16.934,2.022,2.208,17.454,1.072,1.989,0.421,0.689,1.256,0.55,0.938,2.508,2.86,1.801,0.509,2.505,1.522,0.824,0,68.358,0.007,8.994,19.315,18.034,5.954,0,0,0,356.042
"IMP_H53",0.581,0.028,0.004,0.034,0.005,0.074,0.029,0.009,0.494,0.131,0.073,0.144,0.006,0.104,0.063,0.129,0.118,0.123,0.102,0.101,0.072,0.16,0.182,0.116,0.001,0.057,0.194,0.179,0.159,0.577,12.589,1.337,0.01,0.089,1.582,10.372,0.568,0.344,0.871,0.887,2.671,0.686,1.727,1.098,2.002,0.286,0.563,1.038,0.314,0,22.539,0,1.636,0.228,0.17,2.357,0,0,0,70.013
"IMP_I",0.4,0.003,0.002,0.004,0.001,0.014,0.004,0.001,0.761,0.072,0.016,0.033,0.011,0.059,0.036,0.066,0.033,0.045,0.035,0.035,0.074,0.075,0.056,0.041,0,0.017,0.062,0.039,0.012,0.173,0.377,0.091,0.002,0.008,0.054,0.009,0.219,0.058,0.068,0.084,0.042,0.049,0.125,0.061,0.055,0.018,0.118,0.11,0.024,0,5.058,0.002,0.197,0.378,0.289,573.352,0,0,0,583.025
"IMP_J58T60",1.878,0.119,0.012,0.08,0.028,0.701,0.121,0.052,6.318,1.093,0.612,1.823,0.078,1.181,0.635,0.865,0.794,0.831,0.827,0.674,1.005,2.55,1.074,0.886,0.007,0.857,1.799,0.866,0.916,3.851,46.187,5.925,0.094,0.672,3.592,1.288,4.004,17.571,4.971,20.091,7.202,4.485,64.388,8.978,9.64,10.785,5.099,21.292,3.476,0,175.715,0.005,9.442,9.872,1.248,7.822,0,0,0,476.375
"IMP_J61",1.481,0.154,0.024,0.186,0.043,0.283,0.148,0.034,2.335,0.643,0.324,0.474,0.031,0.437,0.366,0.597,0.517,0.402,0.402,0.507,1.388,1.295,1.083,0.748,0.004,0.315,1.226,0.575,0.576,3.965,30.163,6.713,0.076,0.456,4.178,1.4,3.339,3.267,34.723,10.58,6.685,3.891,8.765,7.115,8.161,1.187,3.422,6.263,1.847,0,176.866,0.003,0.143,2.284,1.737,29.261,0,0,0,373.086
"IMP_J62_63",2.093,0.163,0.022,0.295,0.071,0.731,0.317,0.066,7.542,1.363,0.57,1.256,0.118,1.573,1.2,1.549,1.495,1.27,1.005,1.214,4.892,4.187,2.399,1.558,0.012,1.035,2.639,2.367,1.925,8.475,61.078,9.77,0.19,1.485,9.48,2.572,3.715,5.243,12.672,130.4,19.24,6.417,24.557,13.861,14.173,3.254,5.825,12.262,2.139,0,28.729,0.015,0.577,32.914,6.53,2.334,0,0,0,462.831
"IMP_K",20.535,0.989,0.165,0.705,0.29,3.16,0.738,0.366,20.053,2.441,1.646,2.657,0.233,2.771,1.533,3.371,3.801,2.785,3.125,2.463,1.947,5.506,3.834,2.338,0.018,1.562,4.743,4.758,3.518,18.33,101.015,37.815,0.524,3.596,16.216,2.068,7.411,2.452,4.91,10.76,63.624,50.52,18.634,14.892,13.103,2.277,4.685,11.626,3.233,0,335.268,0.006,0.567,1.515,0.709,28.113,0,0,0,855.921
"IMP_L",0.637,0.088,0.007,0.086,0.027,0.225,0.114,0.027,2.615,0.609,0.302,0.455,0.173,0.331,0.199,0.442,0.479,0.343,0.343,0.484,0.344,0.718,0.521,0.418,0.005,0.203,1.137,0.682,0.317,4.044,46.042,4.645,0.053,0.291,5.883,0.724,5.43,1.125,1.977,4.926,3.602,8.89,6.066,3.923,2.993,1.135,2.451,5.346,1.818,0,9.654,0.001,0.57,2.073,0.439,122.045,0,0,0,258.477
"IMP_M",13.28,0.502,0.067,1.309,0.409,4.128,1.498,1.14,27.497,3.533,1.444,2.847,0.312,5.352,4.047,5.591,5.086,3.757,2.812,3.85,5.872,8.276,6.11,6.149,0.04,3.17,7.588,5.933,5.24,81.751,135.702,21.038,0.341,2.176,19.555,3.786,9.103,7.959,11.605,28.396,21.986,29.374,93.065,22.677,31.423,4.554,11.281,22.532,4.765,0,109.398,0.557,5.083,69.636,6.85,13.046,0,0,0,904.479
"IMP_N",4.184,0.354,0.034,0.377,0.121,1.478,0.536,0.168,5.885,1.206,0.437,0.979,0.075,1.352,0.636,1.542,1.345,0.877,0.821,0.939,0.946,1.744,1.577,1.469,0.008,0.643,1.687,0.905,1.246,9.38,27.206,13.052,0.714,2.498,7.623,1.13,2.365,2.117,2.741,6.297,3.094,2.959,7.228,11.311,3.976,1.157,2.413,5.551,0.93,0,42.945,0.008,7.206,3.619,2.945,23.245,0,0,0,227.277
"IMP_O",3.257,0.055,0.005,0.053,0.008,0.309,0.076,0.012,1.649,0.427,0.247,0.405,0.038,2.244,0.329,2.298,0.524,0.736,0.967,0.259,0.824,0.646,0.366,0.306,0.003,0.119,0.547,0.211,0.176,1.376,2.377,0.734,0.075,0.057,0.685,0.06,0.353,0.146,0.307,0.843,0.307,0.319,0.745,0.486,0.345,0.106,0.513,0.385,0.28,0,9.781,0.006,0.422,2.131,1.459,4.575,0,0,0,45.97
"IMP_P",0.219,0.017,0.002,0.014,0.003,0.033,0.017,0.005,0.25,0.086,0.026,0.06,0.004,0.134,0.041,0.153,0.074,0.065,0.041,0.036,0.047,0.087,0.054,0.102,0,0.029,0.076,0.045,0.03,0.243,1.18,0.343,0.09,0.019,0.437,0.034,0.064,0.053,0.11,0.869,0.153,0.085,0.435,0.19,0.227,0.041,0.113,0.165,0.042,0,1.438,0.062,0.214,7.878,0.15,103.75,0,0,0,120.133
"IMP_Q",0.197,0.004,0.001,0.008,0.001,0.026,0.007,0.002,0.207,0.067,0.022,0.042,0.003,0.071,0.119,0.081,0.041,0.04,0.027,0.047,0.101,0.16,0.153,0.072,0.001,0.033,0.129,0.028,0.021,0.291,0.614,0.111,0.002,0.01,0.088,0.012,0.095,0.028,0.051,0.214,0.064,0.088,0.222,0.093,0.098,0.031,0.392,0.116,0.038,0,2.831,0.003,0.453,1.558,1.088,26.229,0,0,0,36.529
"IMP_R",0.44,0.013,0.002,0.012,0.002,0.052,0.016,0.003,0.751,0.247,0.038,0.127,0.004,0.182,0.077,0.226,0.113,0.135,0.094,0.112,0.09,0.157,0.165,0.121,0.001,0.046,0.171,0.036,0.048,0.56,1.665,0.293,0.006,0.033,0.163,0.031,0.55,1.759,0.119,0.447,0.165,0.133,0.933,0.603,0.53,0.149,0.269,20.142,0.149,0,69.185,0.719,15.165,1.687,0.579,56.32,0,0,0,175.835
"IMP_S",0.292,0.006,0.001,0.015,0.002,0.032,0.011,0.002,0.332,0.336,0.073,0.089,0.028,0.161,0.046,0.17,0.1,0.111,0.07,0.058,0.226,0.168,0.109,0.084,0.001,0.034,0.148,0.15,0.031,0.45,0.699,0.193,0.004,0.025,0.105,0.019,0.111,0.081,0.094,0.321,0.077,0.08,0.307,0.137,0.14,0.045,0.164,0.176,0.068,0,4.447,0.001,0.153,0.858,0.569,30.178,0,0,0,42.39
"IMP_T",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IMP_OTHER",5.84,0.257,0.094,8.414,4.335,13.849,8.213,1.358,22.429,6.987,2.936,11.642,211.508,82.342,2.579,16.849,56.354,60.19,50.943,8.062,4.949,8.308,6.687,14.12,0.039,3.501,10.07,483.765,4.225,26.863,66.656,36.516,0.455,2.711,16.96,1.438,3.787,0.926,1.788,3.336,1.402,5.401,8.386,5.719,8.619,1.964,7.05,3.317,1.844,0,117.111,-0.014,4.556,52.207,50.797,104.851,0,0,0,1645.489
"TXS_INT_FNL",55.281,6.919,1.849,5.385,0.773,22.38,7.293,1.695,-132.338,43.471,32.779,38.272,0.062,8.509,15.701,78.061,37.097,32.476,15.594,23.53,14.426,45.104,37.102,58.649,0.229,14.496,63.196,-81.607,16.475,252.593,494.644,500.204,1.727,8.472,99.719,19.064,65.652,23.302,26.214,47.483,58.504,46.327,102.438,85.548,83.089,16.803,108.791,63.014,24.03,0,5838.603,25.809,322.133,714.473,344.975,0,323.824,-136.649,0,10023.644
"TTL_INT_FNL",4764.994,235.814,23.333,263.334,61.574,810.594,268.095,45.364,7116.908,1508.086,722.095,1197.284,1468.762,2189.528,529.267,2088.359,1929.348,4172.032,3268.674,2080.203,875.826,2092.039,2000.344,1881.729,10.689,922.375,1652.897,4770.676,806.696,9478.112,12206.741,5376.397,145.84,503.557,2917.67,472.676,1847.107,578.277,1024.755,3287.686,1974.366,2281.804,2807.316,1996.088,1993.741,543.485,2016.184,2101.761,679.461,0,50457.865,423.159,16535.761,16798.61,4821.352,1534.806,3041.161,54506.995,0,252109.65
"VALU",2948.185,396.806,8.892,200.658,13.776,536.65,65.724,9.631,2304.004,794.462,200.298,363.983,621.172,747.249,244.895,601.159,511.462,437.756,339.133,1090.496,452.407,526.931,691.036,444.997,56.963,57.803,1071.148,6738.243,436.266,3048.329,11711.409,2317.695,153.571,113.182,988.838,300.663,2051.826,503.506,1339.887,4176.176,5262.481,6541.841,3385.766,1921.964,4982.388,3249.65,3954.782,652.55,619.654,100.915,0,0,0,0,0,0,0,0,0,80289.256
"OUTPUT",7713.179,632.62,32.225,463.992,75.35,1347.243,333.819,54.995,9420.912,2302.549,922.393,1561.266,2089.934,2936.777,774.162,2689.518,2440.81,4609.788,3607.807,3170.699,1328.232,2618.97,2691.38,2326.725,67.652,980.178,2724.045,11508.92,1242.961,12526.441,23918.149,7694.092,299.411,616.739,3906.508,773.339,3898.933,1081.783,2364.642,7463.862,7236.847,8823.644,6193.083,3918.052,6976.129,3793.135,5970.967,2754.311,1299.115,100.915,0,0,0,0,0,0,0,0,0,184279.198
